SleepQuality,Steps,Alarm,TimeInBed,TimeAsleep,TimeBeforeSleep,SnoreTime
48.0,4147,1,14179.7,12998.0,94.5,1
100.0,3815,0,31784.6,28500.2,211.9,1
99.0,3528,1,30025.9,28124.2,200.2,1
75.0,4292,1,25658.9,20698.2,171.1,1
29.0,3772,1,10451.1,8465.4,69.7,1
62.0,3185,1,21708.5,19610.0,144.7,1
93.0,6995,1,29125.2,28931.1,194.2,1
18.0,5715,1,6664.2,6530.9,133.3,1
78.0,4924,0,27449.0,23972.2,183.0,1
79.0,3532,1,26680.3,23745.5,177.9,1
67.0,2259,0,23502.1,21073.5,156.7,1
72.0,6388,1,25270.2,25101.8,168.5,1
78.0,13129,1,24788.2,20574.2,165.3,1
71.0,11551,1,22741.7,18117.6,151.6,1
58.0,5163,0,30445.9,28416.2,203.0,1
58.0,3794,0,28452.9,25702.5,189.7,1
83.0,4104,0,27369.7,22169.5,182.5,1
83.0,6531,1,28124.1,23436.8,187.5,1
54.0,1308,1,24933.1,22273.5,166.2,1
81.0,14979,1,24644.9,22344.7,164.3,1
84.0,996,1,27383.4,23458.4,182.6,1
73.0,10694,0,22263.0,20927.2,148.4,1
83.0,4035,1,25209.2,25041.2,168.1,1
83.0,6079,1,24167.8,24006.6,161.1,1
64.0,1955,1,27198.8,27017.5,181.3,1
64.0,16083,1,19032.0,18524.5,126.9,1
84.0,3855,1,27265.4,21721.5,181.8,1
91.0,12708,1,30643.7,25945.0,204.3,1
89.0,13421,1,30440.4,27294.9,202.9,1
88.0,9170,1,26832.8,25848.9,178.9,1
52.0,1950,0,19595.1,15480.1,130.6,1
73.0,14389,0,25549.8,20439.8,170.3,1
100.0,8867,1,37573.2,34817.8,250.5,1
90.0,9092,1,27848.4,27662.7,185.7,1
39.0,17381,1,12312.9,8619.0,82.1,1
57.0,10134,1,18562.4,15901.8,123.7,1
100.0,2996,0,37658.3,34896.7,251.1,1
74.0,1400,1,21567.3,21423.5,143.8,1
87.0,12379,1,27503.5,24936.5,183.4,1
66.0,5794,1,21890.2,18825.6,145.9,1
55.0,4792,0,26244.0,24144.5,175.0,1
94.0,8087,1,28834.3,27200.3,192.2,1
58.0,4270,1,17845.7,16715.4,119.0,1
66.0,10427,1,26618.3,25908.4,177.5,1
54.0,12494,1,24522.6,21498.1,163.5,1
70.0,4706,1,27582.1,25559.5,183.9,1
43.0,2087,1,16714.5,16213.0,111.4,1
38.0,3451,1,17783.8,15471.9,118.6,1
79.0,6173,1,27509.8,26684.5,183.4,1
55.0,8282,1,19455.0,17509.5,129.7,1
89.0,7030,0,30686.2,27924.4,204.6,1
42.0,0,1,15093.9,12678.9,100.6,1
36.0,0,1,12261.6,12016.4,245.2,1
48.0,10792,1,20050.2,18312.6,133.7,1
95.0,7603,1,30199.6,28085.6,201.3,1
100.0,8212,0,31149.1,28864.8,207.7,1
88.0,5502,1,28307.7,21985.7,188.7,1
65.0,9944,1,21832.7,17757.2,145.6,1
60.0,7904,1,26329.8,22731.4,175.5,1
59.0,8525,1,17742.9,15850.3,118.3,1
88.0,9057,1,27228.0,27046.5,181.5,1
61.0,2602,1,19825.8,16058.9,132.2,1
97.0,7131,1,28981.6,28788.4,193.2,1
88.0,10871,0,28448.3,25887.9,189.7,1
60.0,5079,0,21235.4,17837.8,141.6,1
98.0,2413,1,29716.9,29518.8,198.1,1
82.0,7355,1,27047.5,20466.0,180.3,1
88.0,8511,1,28153.3,25150.2,187.7,1
66.0,6877,1,22908.6,19243.2,152.7,1
84.0,3273,0,25905.1,25214.3,172.7,1
14.0,106,1,5673.5,5560.1,113.5,1
76.0,4086,1,23215.7,22132.3,154.8,1
92.0,7486,1,28759.3,28567.5,191.7,1
80.0,7088,1,25121.9,22860.9,167.5,1
68.0,0,1,24886.0,22646.3,165.9,1
70.0,0,1,25445.4,22646.4,169.6,1
66.0,0,1,24178.6,22647.3,161.2,1
90.0,0,0,31969.5,31756.4,213.1,1
76.0,0,1,28174.5,24887.5,187.8,1
91.0,0,1,34276.4,34047.9,228.5,1
85.0,0,1,28277.7,28089.2,188.5,1
74.0,0,1,24998.4,24831.8,166.7,1
84.0,0,1,26300.3,24547.0,175.3,1
91.0,0,1,31079.3,29007.3,207.2,1
86.0,0,0,45761.1,45456.0,305.1,1
83.0,0,1,27105.2,26924.5,180.7,1
74.0,0,1,23797.2,18879.1,158.6,1
86.0,0,1,28182.3,27430.7,187.9,1
68.0,0,1,22969.5,22816.3,153.1,1
98.0,1372,0,41447.5,34401.4,276.3,1
52.0,0,0,15281.5,13294.9,101.9,1
95.0,0,0,33509.8,32281.1,223.4,1
67.0,0,1,24753.4,23103.2,165.0,1
81.0,7785,1,26423.3,22635.9,176.2,1
60.0,0,1,20148.5,19006.7,134.3,1
86.0,0,1,26464.2,26287.8,176.4,1
55.0,0,1,17222.0,17107.2,114.8,1
68.0,0,1,26614.8,26437.4,177.4,1
92.0,0,0,40061.2,38325.2,267.1,1
79.0,0,1,28992.4,28799.2,193.3,1
81.0,0,1,28690.6,24865.1,191.3,1
66.0,0,1,23252.1,19996.8,155.0,1
65.0,0,1,20340.3,19323.3,135.6,1
77.0,0,0,27366.2,24538.4,182.4,1
64.0,0,0,24864.4,24698.6,165.8,1
76.0,0,1,23900.3,22307.0,159.3,1
60.0,5186,1,20363.9,18395.4,135.8,1
92.0,0,0,37908.5,32854.1,252.7,1
19.0,0,1,6968.1,6828.7,139.4,1
52.0,274,1,16693.7,16582.4,111.3,1
41.0,1424,1,15961.0,11279.1,106.4,1
60.0,2403,1,21512.3,16923.0,143.4,1
29.0,249,1,9928.8,8638.1,66.2,1
98.0,0,1,30485.4,29469.2,203.2,1
53.0,1572,0,17514.3,14478.5,116.8,1
47.0,2767,1,17491.5,14926.1,116.6,1
84.0,2916,0,29467.9,26324.7,196.5,1
71.0,2878,0,31034.7,27103.6,206.9,1
56.0,0,1,17517.1,15473.5,116.8,1
71.0,0,1,28947.3,28754.4,193.0,1
72.0,0,1,24300.2,24138.2,162.0,1
60.0,0,1,19967.6,19834.4,133.1,1
87.0,3535,0,30318.3,25063.1,202.1,1
53.0,5526,1,17699.9,13510.9,118.0,1
70.0,0,1,24548.8,23894.2,163.7,1
84.0,5428,1,26048.3,24398.6,173.7,1
46.0,0,1,15525.4,13869.4,103.5,1
81.0,0,1,23835.9,22326.3,158.9,1
82.0,0,0,33085.5,29666.7,220.6,1
57.0,0,0,33888.6,26546.1,225.9,1
55.0,628,0,17092.8,13218.5,114.0,1
100.0,0,0,40557.1,38664.4,270.4,1
80.0,0,1,25376.3,25207.1,169.2,1
70.0,0,1,24506.9,24343.5,163.4,1
56.0,5965,1,16297.4,13418.2,108.6,1
71.0,6589,1,20778.4,20639.9,138.5,1
68.0,4311,0,20740.8,19081.5,138.3,1
46.0,0,1,15098.8,14998.1,100.7,1
45.0,487,1,13517.1,11399.4,90.1,1
77.0,0,1,26635.8,26458.2,177.6,1
73.0,0,1,24443.5,24280.5,163.0,1
74.0,0,1,29105.7,28911.6,194.0,1
64.0,2356,1,19076.0,14624.9,127.2,1
24.0,0,1,6651.4,6518.4,133.0,1
65.0,4082,1,21065.6,19731.4,140.4,1
85.0,5172,1,28714.3,23354.3,191.4,1
5.0,0,1,1383.3,1355.6,27.7,1
65.0,0,0,35817.9,30087.0,238.8,1
10.0,0,1,2732.9,2678.3,54.7,1
36.0,2083,1,11736.9,8059.3,78.2,1
43.0,5627,1,15059.3,12951.0,100.4,1
42.0,0,1,18876.0,14031.2,125.8,1
47.0,4849,1,14202.1,12450.5,94.7,1
71.0,2440,1,25627.4,20929.0,170.8,1
95.0,4762,1,28858.0,28665.6,192.4,1
79.0,2971,1,26248.3,26073.3,175.0,1
70.0,5223,1,22470.1,17376.9,149.8,1
55.0,4536,1,20405.0,17956.4,136.0,1
73.0,3789,0,29968.1,28269.9,199.8,1
75.0,6293,1,26142.5,21611.1,174.3,1
79.0,2143,1,25151.2,20791.7,167.7,1
35.0,4273,1,12131.4,10069.1,80.9,1
78.0,2595,0,28598.8,28408.1,190.7,1
50.0,0,1,19053.9,15878.3,127.0,1
16.0,0,1,4587.2,4495.5,91.7,1
74.0,3808,1,26893.5,24921.3,179.3,1
58.0,3762,0,20579.2,17766.7,137.2,1
59.0,0,1,24709.2,20508.6,164.7,1
90.0,2455,0,31951.8,27478.6,213.0,1
64.0,7513,1,25165.9,19797.2,167.8,1
80.0,3807,1,25412.8,24904.6,508.3,1
33.0,0,1,13711.7,13620.3,91.4,1
41.0,4210,1,14696.7,10483.7,98.0,1
86.0,2990,0,31610.3,29397.5,210.7,1
64.0,4102,0,23234.4,20213.9,154.9,1
100.0,3251,0,35775.4,34821.4,238.5,1
77.0,1432,1,25651.0,25480.0,171.0,1
78.0,5002,1,26716.5,24401.0,178.1,1
51.0,7999,1,19596.1,15872.8,130.6,1
97.0,2040,1,28795.4,27835.6,192.0,1
95.0,1382,1,28948.3,25474.5,193.0,1
69.0,770,1,24388.7,19998.8,162.6,1
66.0,2217,0,23165.0,20694.1,154.4,1
93.0,2179,1,29080.5,26366.3,193.9,1
89.0,8934,1,28958.9,23649.7,193.1,1
75.0,2643,0,27672.3,23798.2,184.5,1
82.0,6378,0,33534.0,25709.4,223.6,1
79.0,3365,1,28634.0,26152.4,190.9,1
77.0,5316,1,36273.9,29865.5,241.8,1
67.0,8907,1,28003.9,23336.6,186.7,1
65.0,0,1,26348.3,22044.7,175.7,1
64.0,0,1,29208.6,25995.7,194.7,1
92.0,2670,1,28376.7,28187.5,189.2,1
70.0,4090,1,24084.5,18143.6,160.6,1
63.0,8699,1,21356.9,16943.1,142.4,1
11.0,0,1,3090.6,3028.8,61.8,1
60.0,0,1,26132.1,25957.9,174.2,1
47.0,3096,1,14411.8,13355.0,96.1,1
15.0,4699,1,4695.3,4601.4,93.9,1
67.0,0,1,21861.2,18072.0,145.7,1
82.0,5422,1,28124.8,27187.3,187.5,1
68.0,3316,0,24126.6,21311.8,160.8,1
77.0,6164,1,26200.6,23580.5,174.7,1
63.0,8049,1,21852.0,18938.4,145.7,1
56.0,6417,1,18449.2,18326.2,123.0,1
81.0,5063,1,29399.7,23519.7,196.0,1
54.0,3593,1,17526.2,16533.0,116.8,1
56.0,5169,1,18177.1,18056.0,121.2,1
42.0,5056,1,15668.3,12691.3,104.5,1
62.0,5270,1,28059.4,25347.0,187.1,1
57.0,4717,1,29210.0,28236.3,194.7,1
76.0,0,1,27221.7,27040.2,181.5,1
77.0,6479,1,26985.3,24016.9,179.9,1
62.0,6987,1,21412.2,18842.7,142.7,1
79.0,1902,1,27576.1,23164.0,183.8,1
84.0,6310,1,29150.7,26721.5,194.3,1
76.0,2020,1,28472.4,21923.7,189.8,1
78.0,4207,1,28729.8,25282.2,191.5,1
66.0,4529,1,23167.3,21236.6,154.4,1
93.0,5132,0,30680.4,27203.3,204.5,1
73.0,3874,1,24051.0,19320.9,160.3,1
59.0,879,1,18401.6,17481.5,122.7,1
72.0,4656,1,21537.4,21393.8,143.6,1
46.0,4976,1,17540.6,17423.6,116.9,1
74.0,2211,0,28121.7,27934.2,187.5,1
43.0,3557,1,13480.5,13390.6,89.9,1
64.0,2200,0,25680.7,25509.5,171.2,1
100.0,2901,0,37480.0,37230.1,249.9,1
89.0,2576,1,28003.0,27816.4,186.7,1
84.0,20,0,25770.2,25598.4,171.8,1
67.0,131,1,21880.5,21734.6,145.9,1
100.0,5315,0,34441.9,34212.3,229.6,1
72.0,40,1,29255.4,29060.4,195.0,1
76.0,1418,1,26721.9,26543.8,178.1,1
93.0,2025,1,28806.4,28614.3,192.0,1
59.0,7223,1,20268.7,20133.6,135.1,1
84.0,5015,1,28876.6,28684.1,192.5,1
75.0,1419,1,25666.5,25495.4,171.1,1
62.0,3487,1,21621.6,21477.5,144.1,1
87.0,1443,1,28718.5,28527.1,191.5,1
60.0,2122,1,28519.4,28329.3,190.1,1
75.0,9491,1,24094.0,23933.3,160.6,1
92.0,9786,1,29024.1,28830.6,193.5,1
64.0,11059,1,28597.7,28407.1,190.7,1
54.0,5867,1,17587.2,17469.9,117.2,1
92.0,3853,1,29727.7,29529.5,198.2,1
74.0,10782,1,24159.0,23998.0,161.1,1
85.0,2125,1,31982.7,31769.4,213.2,1
84.0,3248,1,28263.2,28074.8,188.4,1
80.0,8806,1,27320.6,27138.5,182.1,1
82.0,7542,1,27901.8,27715.8,186.0,1
71.0,5727,1,29378.6,29182.8,195.9,1
88.0,5115,0,32875.2,26081.0,219.2,1
25.0,10694,1,9038.7,8978.4,60.3,1
11.0,9890,1,3166.2,3102.9,63.3,1
56.0,684,1,23392.9,18402.4,156.0,1
56.0,6110,1,18585.7,18461.8,123.9,1
91.0,840,1,28805.7,28613.7,192.0,1
84.0,225,1,26548.4,26371.5,177.0,1
15.0,9279,1,4132.7,4105.1,27.6,1
11.0,945,1,3205.6,3184.3,21.4,1
50.0,2908,1,17438.2,16450.0,116.3,1
74.0,14854,1,30783.6,28423.5,205.2,1
91.0,674,1,28596.2,28405.6,190.6,1
87.0,14920,1,30124.7,24200.1,200.8,1
82.0,11673,1,27591.0,22808.6,183.9,1
87.0,10851,1,27535.1,27351.5,183.6,1
85.0,13907,1,28852.6,24813.3,192.4,1
75.0,1108,1,27272.0,21090.4,181.8,1
9.0,13983,0,2418.5,2370.1,48.4,1
80.0,302,0,28138.5,27950.9,187.6,1
88.0,6331,1,30761.6,30556.6,205.1,1
54.0,17859,1,21963.6,19254.8,146.4,1
92.0,19843,1,28900.5,28707.9,192.7,1
90.0,1988,1,30411.9,30209.2,202.7,1
62.0,104,0,25563.0,22580.6,170.4,1
81.0,6210,0,26490.8,26314.2,176.6,1
82.0,148,1,28634.0,28443.1,190.9,1
46.0,1587,0,17782.1,15885.3,118.5,1
100.0,1174,0,37096.7,36849.4,247.3,1
100.0,1195,0,46359.1,44195.7,309.1,1
58.0,1781,1,22914.0,22761.2,152.8,1
92.0,1495,1,29953.8,29754.1,199.7,1
68.0,386,0,22587.3,17919.2,150.6,1
100.0,2609,0,34013.7,33786.9,226.8,1
73.0,1985,1,24113.4,23952.7,160.8,1
91.0,9225,1,30231.1,26099.5,201.5,1
87.0,7609,1,28514.6,23952.2,190.1,1
71.0,9210,1,28613.5,23177.0,190.8,1
51.0,3215,0,21012.8,20872.7,140.1,1
73.0,3369,1,29391.0,24786.4,195.9,1
79.0,5717,0,27260.2,24715.9,181.7,1
100.0,6130,0,30660.6,30456.2,204.4,1
73.0,4925,0,24059.7,23899.3,160.4,0
47.0,5724,1,15416.6,15313.9,102.8,1
95.0,2166,0,34068.8,30321.3,227.1,1
94.0,2383,1,27608.9,27424.9,184.1,1
91.0,1835,0,25364.1,25195.0,169.1,1
89.0,4361,0,37042.7,30992.4,247.0,1
100.0,10137,0,33916.3,32446.6,226.1,1
88.0,1164,1,30734.7,30529.8,204.9,1
100.0,6764,0,33158.2,32937.2,221.1,1
83.0,3453,0,24954.7,23540.6,166.4,1
61.0,4185,1,23431.4,23275.2,156.2,1
78.0,7537,1,25403.2,25233.8,169.4,1
78.0,4864,1,24041.4,23881.2,160.3,1
100.0,5842,0,31629.0,31418.1,210.9,1
86.0,3124,1,27625.7,26152.3,184.2,1
81.0,4857,0,25234.3,24140.8,168.2,1
89.0,3023,1,28858.3,28665.9,192.4,1
53.0,3538,1,17072.2,15649.5,113.8,1
98.0,5518,1,31456.7,29045.0,209.7,1
87.0,4462,0,30020.3,26818.1,200.1,1
78.0,2246,1,24494.2,24330.9,163.3,1
66.0,7734,1,20457.3,20320.9,136.4,1
20.0,0,1,6795.0,6749.7,45.3,1
42.0,3173,1,14067.9,13036.3,93.8,1
57.0,3067,1,18944.8,15661.0,126.3,1
93.0,6315,1,29848.5,29649.5,199.0,1
89.0,4447,1,27233.5,25599.5,181.6,1
100.0,3393,0,31114.1,30906.7,207.4,1
64.0,1561,1,21720.2,16217.8,144.8,0
59.0,1204,0,21566.5,17612.7,143.8,1
76.0,991,1,26353.6,26177.9,175.7,1
34.0,4754,1,11369.3,10649.3,75.8,1
72.0,5508,1,24215.0,19452.7,161.4,1
83.0,5062,0,29710.0,23272.8,198.1,1
83.0,20,0,28923.5,23910.1,192.8,1
99.0,694,1,30385.7,30183.1,202.6,1
47.0,1513,1,16286.9,15309.7,108.6,1
45.0,2790,1,13082.2,12995.0,87.2,1
75.0,26,1,23892.9,20388.6,159.3,1
77.0,2857,1,25753.5,22319.7,171.7,1
83.0,4141,1,26758.1,26579.7,178.4,1
25.0,3640,1,8881.3,6720.1,59.2,1
69.0,1178,1,24248.0,20287.5,161.7,1
24.0,2643,1,7946.6,4291.2,53.0,1
77.0,6040,1,22750.1,21309.3,151.7,1
27.0,1963,1,7873.3,7820.8,52.5,1
56.0,252,1,21581.6,17553.0,143.9,1
92.0,2459,1,30020.2,28219.0,200.1,1
59.0,3837,1,17803.5,17269.4,118.7,1
80.0,145,1,27464.6,27281.5,183.1,1
91.0,5180,1,29926.8,29727.3,199.5,1
92.0,208,1,29035.1,28841.5,193.6,1
77.0,3525,1,26139.8,24048.6,174.3,1
60.0,1526,1,21081.1,19746.0,140.5,1
8.0,0,1,2246.5,2231.5,15.0,1
78.0,2313,0,28185.8,25273.3,187.9,1
84.0,3410,1,29815.3,24846.1,198.8,1
29.0,1484,1,9564.3,7332.6,63.8,1
66.0,3695,1,21933.6,20178.9,146.2,1
97.0,3182,1,30254.3,30052.6,201.7,1
57.0,328,1,19181.5,16815.8,127.9,1
90.0,2305,0,27286.6,27104.7,181.9,1
28.0,81,1,7758.2,7706.5,51.7,1
100.0,1957,0,31243.3,31035.0,208.3,1
88.0,316,1,27904.3,27718.3,186.0,1
60.0,1266,1,20092.1,18283.8,133.9,1
87.0,1148,1,30503.6,26334.8,203.4,1
88.0,943,1,30680.6,26385.3,204.5,1
87.0,2482,1,29537.3,29340.3,196.9,1
92.0,1011,0,31896.9,31684.2,212.6,1
86.0,3886,1,26792.7,26614.1,178.6,1
89.0,1860,1,29905.1,25618.7,199.4,1
94.0,5453,1,30695.8,29058.7,204.6,1
89.0,6013,1,28463.6,27419.9,189.8,1
62.0,3983,1,21531.3,16579.1,143.5,1
42.0,5668,1,11897.6,11818.3,79.3,1
95.0,4892,1,34372.0,34142.8,229.1,1
75.0,1984,1,23982.0,22143.3,159.9,1
72.0,1148,1,23849.1,23133.7,159.0,1
82.0,23,0,26557.9,26380.8,177.1,1
36.0,74,1,10715.7,10644.3,71.4,1
87.0,4159,1,30665.7,28825.8,204.4,1
92.0,1074,1,30569.8,30366.0,203.8,1
89.0,3939,1,31019.3,26366.4,206.8,1
68.0,1788,1,25319.5,21521.6,168.8,1
97.0,4372,1,31192.4,30984.4,207.9,1
93.0,2962,1,30679.5,26793.4,204.5,1
83.0,3108,0,30935.4,27120.1,206.2,1
69.0,2253,1,24133.4,23972.5,160.9,1
91.0,1541,1,30427.6,30224.8,202.9,1
58.0,1131,1,21086.5,16517.8,421.7,1
84.0,717,1,29995.7,24296.5,2099.7,1
78.0,2557,0,26223.6,20541.8,524.5,1
94.0,1805,0,33474.9,30462.1,669.5,1
72.0,2744,1,21852.3,21415.2,437.0,1
67.0,1134,1,20219.0,16714.4,404.4,1
84.0,5053,0,28849.1,24329.4,577.0,1
87.0,3210,0,26353.5,23806.0,527.1,1
99.0,5208,0,32643.0,31990.1,652.9,1
92.0,1905,1,29999.6,28599.6,600.0,1
100.0,3260,0,32143.4,28929.0,642.9,1
40.0,4467,1,14077.6,12341.3,281.6,1
73.0,980,1,25066.4,20972.3,501.3,1
56.0,5590,1,18742.6,17867.9,374.9,1
71.0,3516,1,21686.6,19228.8,433.7,1
41.0,1568,1,13632.2,12587.0,272.6,1
85.0,1984,1,28745.3,24529.3,574.9,1
71.0,3912,1,28276.1,23374.9,565.5,1
71.0,5664,1,28895.1,26101.9,577.9,1
77.0,2788,1,29259.0,27113.4,585.2,1
87.0,4682,0,26758.3,25242.0,535.2,1
96.0,3500,0,30110.9,29508.7,602.2,1
78.0,1067,1,24041.0,22117.7,480.8,1
91.0,5243,0,30862.9,26439.2,617.3,1
74.0,1774,1,26471.5,24000.8,529.4,1
77.0,3710,1,26916.1,23955.3,538.3,1
58.0,223,0,24172.7,18935.3,483.5,1
54.0,4715,0,23354.8,18372.4,467.1,1
51.0,4468,0,17208.0,14684.1,344.2,1
78.0,2782,0,24983.5,24483.8,499.7,1
88.0,944,1,29552.8,27090.1,591.1,1
76.0,1464,0,27678.5,24910.7,553.6,1
85.0,1093,0,29420.8,27067.2,588.4,1
90.0,1580,1,26307.9,25781.8,526.2,1
80.0,1759,1,22787.8,21040.8,1747.1,1
24.0,1677,1,7059.5,6918.3,141.2,1
88.0,1814,1,25864.9,25347.6,517.3,1
39.0,2437,1,11238.7,11013.9,224.8,1
6.0,0,1,1742.1,1707.3,34.8,1
99.0,2709,1,31094.1,30472.2,621.9,1
93.0,2449,1,29965.8,29366.5,599.3,1
56.0,1656,1,24607.3,17307.2,3527.1,1
81.0,2266,1,25427.3,23223.6,508.5,1
72.0,2320,1,24556.0,22100.4,491.1,1
40.0,0,0,13484.4,11641.5,269.7,1
74.0,1202,0,23938.6,21704.4,478.8,1
92.0,2316,0,28979.6,27627.3,579.6,0
85.0,1460,1,26064.8,24327.1,1216.4,1
56.0,2928,1,19429.2,19040.7,388.6,1
91.0,925,1,25771.3,25255.9,515.4,1
24.0,1761,1,7528.2,1129.2,3739.0,1
97.0,2424,1,29297.6,26367.8,2148.5,1
96.0,1879,1,29769.2,26494.6,2282.3,1
90.0,5242,0,28767.4,27616.7,575.3,1
97.0,1356,0,29312.3,27553.6,586.2,1
80.0,1547,1,28145.0,24017.1,562.9,1
86.0,1159,1,30232.7,27814.1,604.7,1
100.0,2711,1,28999.5,28419.5,580.0,1
56.0,1794,1,16505.6,16175.5,330.1,1
100.0,1127,0,31721.0,29923.5,634.4,1
92.0,1207,1,29367.5,28780.2,587.4,1
100.0,114,0,33185.0,30972.7,1548.6,1
53.0,1262,1,17357.2,15679.4,347.1,1
22.0,37,1,7238.0,7093.2,144.8,1
42.0,3271,1,12992.1,6972.4,4547.2,1
95.0,336,1,29299.7,28713.7,586.0,1
100.0,954,0,34949.0,34250.0,699.0,1
39.0,283,1,11832.5,5285.2,907.2,1
97.0,765,0,33351.4,29460.4,667.0,1
25.0,1210,1,9244.7,8351.1,184.9,1
25.0,136,1,7139.9,6997.1,142.8,1
60.0,335,1,18152.8,13554.1,1815.3,1
97.0,1594,0,29826.5,28136.3,596.5,1
93.0,3650,0,28773.1,28197.6,575.5,1
100.0,954,1,33977.5,31485.8,2491.7,1
78.0,880,1,26172.1,24689.0,523.4,1
94.0,1172,0,30436.3,28711.6,1014.5,1
86.0,2991,0,25122.8,24620.3,502.5,1
99.0,1235,0,31801.2,29363.1,1378.1,1
100.0,859,0,31828.3,28857.7,636.6,1
68.0,295,1,21120.3,18163.4,422.4,1
79.0,1195,0,24811.1,21502.9,3308.1,1
63.0,1231,1,20665.8,19839.1,413.3,1
82.0,201,1,25687.3,23118.6,513.7,1
92.0,1077,0,28416.1,27847.8,568.3,1
86.0,2861,0,26717.5,25203.5,1514.0,1
91.0,1042,0,27575.3,26840.0,735.3,1
61.0,1129,0,18787.5,14779.5,1440.4,1
60.0,3412,0,18117.6,15218.8,905.9,1
96.0,10576,0,37441.0,32823.2,748.8,1
88.0,7940,0,27653.5,26455.2,553.1,1
75.0,2822,0,24299.8,21383.8,1296.0,1
80.0,1648,0,26860.8,23189.8,1343.0,1
10.0,406,1,2768.0,2712.6,55.4,1
51.0,4330,1,17236.4,14765.9,344.7,1
24.0,975,0,8925.4,6961.8,178.5,1
73.0,4593,0,24016.7,19933.9,480.3,1
62.0,1751,0,19677.3,17447.2,393.5,1
38.0,2667,0,12634.6,8760.0,252.7,1
99.0,1977,0,37346.7,36599.7,746.9,1
95.0,2120,1,28057.1,27496.0,561.1,1
78.0,1476,1,24267.2,20465.3,485.3,1
25.0,5423,1,11244.4,10232.4,224.9,1
